PRODUTO;UNIDADE;ANO;REGIÃO;ESTADO;JAN;FEV;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;TOTAL
TERRA (bep);bep;2002;REGIÃO NORDESTE;ALAGOAS;217974,36325;210568,4315;239999,8279;221863,03965;252354,3449;233617,37875;228180,17495;240371,3123;224181,64965;232516,7992;235304,5793;226888,72185;2763820,6232
TERRA (bep);bep;2002;REGIÃO NORDESTE;SERGIPE;-32669,469567;-31633,0623;-36919,8732;-40340,32975;-53226,1632;-49976,24485;-52029,54505;-47839,32265;-45444,81935;-41637,61105;-40281,3509;-39405,79055;-511403,582417
TERRA (bep);bep;2002;REGIÃO NORDESTE;BAHIA;828858,3822085;841570,98445;902632,484705;951691,78265;957667,20805;937448,232;859071,114069;926131,388;764269,8574;710880,075087;824465,839547;873181,9103595;10377869,258526
TERRA (bep);bep;2002;REGIÃO SUDESTE;ESPÍRITO SANTO;194478,165;179665,0345;177990,694;179291,903;187700,982;203433,9545;194321,6905;191974,573;175342,664;190208,375;194377,4385;199225,614;2268011,088
TERRA (bep);bep;2002;REGIÃO SUDESTE;RIO DE JANEIRO;0;0;0;0;0;0;0;0;0;0;0;0;0
TERRA (bep);bep;2002;REGIÃO SUDESTE;SÃO PAULO;0;0;0;0;0;0;0;0;0;0;0;0;0
TERRA (bep);bep;2002;REGIÃO SUL;PARANÁ;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR (bep);bep;2002;REGIÃO NORTE;AMAZONAS;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR (bep);bep;2002;REGIÃO NORDESTE;MARANHÃO;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR (bep);bep;2002;REGIÃO NORDESTE;CEARÁ;35602,7;32498,55;32865,98;29825,18;46783,975;41563,935;52985,94;53372,375;47322,45;50857,38;59485,65;55526,275;538690,39
MAR (bep);bep;2002;REGIÃO NORDESTE;RIO GRANDE DO NORTE;312342,924215;308331,7986;368757,4359;377111,4004;384867,02415;412181,4536;356497,057;372314,34835;346111,8381;353398,03835;428285,72045;458019,1063;4478218,145415
MAR (bep);bep;2002;REGIÃO NORDESTE;ALAGOAS;84445,55;76273,4;84445,55;79898,287;76102,355;80771,25;83267,24;72640,2775;73270,61;80517,85;76970,25;76343,085;944945,7045
MAR (bep);bep;2002;REGIÃO NORDESTE;SERGIPE;310533,896547;281241,058;266119,0329;250129,873;293918,34325;276511,41035;277185,0109;239257,1125;230942,86845;248154,55665;255136,8036;163896,90275;3093026,868897
MAR (bep);bep;2002;REGIÃO NORDESTE;BAHIA;25029,585;19752,53;29502,095;30179,94;27893,005;25535,7515;27221,495;25838,5645;26237,6695;32591,041;32091,2095;30762,76;332635,646
MAR (bep);bep;2002;REGIÃO SUDESTE;ESPÍRITO SANTO;251,4995;190,6835;207,788;249,599;246,4315;373,765;237,5625;554,3125;536,5745;7054,656;24907,3195;24970,036;59780,2275
MAR (bep);bep;2002;REGIÃO SUDESTE;RIO DE JANEIRO;1631275,17;1440305,9615;1670527,4635;1695707,188;2039520,9415;2033211,2815;2050537,5065;2176997,41;2083277,42;2162837,418;1905308,8985;1777473,6665;22666980,3255
MAR (bep);bep;2002;REGIÃO SUDESTE;SÃO PAULO;237999,615;218405,46;232361,465;209086,675;196416,675;157475,43;212703,96;205342,69;196720,755;193014,78;199039,365;213514,84;2472081,71
MAR (bep);bep;2002;REGIÃO SUL;PARANÁ;0;0;0;0;0;0;0;0;0;0;0;0;0
TERRA (bep);bep;2003;REGIÃO NORTE;AMAZONAS;153775,79;147111,37;165767,945;155891,68;147846,23;159737,025;169847,74835;170297,47;174415,22;180009,025;168308,28;182916,79;1975924,57335
TERRA (bep);bep;2003;REGIÃO NORDESTE;MARANHÃO;0;0;0;0;0;0;0;0;0;0;0;0;0
TERRA (bep);bep;2003;REGIÃO NORDESTE;CEARÁ;-25609,80765;-23712,22175;-22992,69245;-21911,498;-22913,3149;-24540,20625;-25825,5144;-26854,065;-22095,27635;-25340;-24096,6929;-23111,8538;-289003,14345
TERRA (bep);bep;2003;REGIÃO NORDESTE;RIO GRANDE DO NORTE;24203,6277;-4582,92905;-25941,825;-16170,721;-12700,6614;-9895,46005;-7834,30445;17749,7831;17122,68145;16984,135;36083,33645;48354,61155;83372,2743
TERRA (bep);bep;2003;REGIÃO NORDESTE;ALAGOAS;235224,94835;220500,76125;258133,57535;257225,8332;289114,51275;297080,2051;242405,92425;271113,927;261552,19475;291888,5459;301643,0522;423407,13695;3349290,61705
TERRA (bep);bep;2003;REGIÃO NORDESTE;SERGIPE;-40338,1125;-34529,0442;23055,91575;24824,0776;24408,43825;-29091,4603;-32391,4885;-37147,48975;-42357,64715;-43863,54;-39748,89415;-42865,46075;-270044,7057
TERRA (bep);bep;2003;REGIÃO NORDESTE;BAHIA;875879,634;841272,09915;908947,4471;953412,24195;987736,729;876343,7361;1019436,4355;977190,66445;974591,92075;1009347,12445;983700,51045;1058806,62335;11466665,16625
TERRA (bep);bep;2003;REGIÃO SUDESTE;ESPÍRITO SANTO;210024,8885;199442,9045;225745,8245;223541,878;217313,9395;206934,042;221755,408;211842,4;205234,995;224068,95;210089,44215;196639,60365;2552634,2758
TERRA (bep);bep;2003;REGIÃO SUDESTE;RIO DE JANEIRO;0;0;0;0;0;0;0;0;0;0;0;0;0
TERRA (bep);bep;2003;REGIÃO SUDESTE;SÃO PAULO;0;0;0;0;0;0;0;0;0;0;0;0;0
TERRA (bep);bep;2003;REGIÃO SUL;PARANÁ;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR (bep);bep;2003;REGIÃO NORTE;AMAZONAS;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR (bep);bep;2003;REGIÃO NORDESTE;MARANHÃO;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR (bep);bep;2003;REGIÃO NORDESTE;CEARÁ;58174,305;47556,845;48798,505;50597,645;52757,88;43344,07;30078,58;19847,555;16743,405;38713,185;29932,875;32606,245;469151,095
MAR (bep);bep;2003;REGIÃO NORDESTE;RIO GRANDE DO NORTE;427353,20845;425449,6043;448390,1597;431421,102;424458,74695;416621,1483;512951,60175;512451,26345;485261;485343,355;434773,64735;394493,81685;5398968,6541
MAR (bep);bep;2003;REGIÃO NORDESTE;ALAGOAS;76590,15;69178,2;76590,15;73169,25;76558,475;73409,98;69171,865;74037,145;67816,175;56698,25;67645,13;71300,425;852165,195
MAR (bep);bep;2003;REGIÃO NORDESTE;SERGIPE;206825,01665;205549,7178;253640,2232;193270,52395;235242,68635;215760,4708;268662,282;256881,39925;249808,055;235187,717555;227993,653545;280218,86774;2829040,61384
MAR (bep);bep;2003;REGIÃO NORDESTE;BAHIA;29089,6865;24664,689;27102,397;26299,7525;26428,353;30306,64;27740,965;27340,14955;26702,025;25536,385;20881,49035;23762,7117;315855,2446
MAR (bep);bep;2003;REGIÃO SUDESTE;ESPÍRITO SANTO;31602,781;27285,4785;557,48;536,574499999999;554,945999999999;536,5745;426,979000000001;554,502549999998;538,475;557,48;536,827899999999;554,8193;64242,91825
